ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48283,La Salle,48283,"La Salle County, Texas",1486.703414,7551,174,2809,264,2142,254,1630,454,85,72,504,173,1814,464,1527,483,1190,288,1573,324,982,387,168,138,683,279,6593,354,46,58,674,217,118,101,80,66,984,338,24.8,6.8,2.8,2.3,23.5,7.6,35.3,7.8,23.3,7.3,15.8,3.7,20.8,4.3,15,5.8,7.8,6.4,9.4,3.8,87.3,4.2,1.6,2.1,24,7.3,5.5,4.7,3.7,3.1,13,4.5,0.4308,0.1265,0.7115,0.9723,0.8735,3.1146,0.7312,0.3992,0.1779,0.3913,0.6719,0.8893,2.5296,0.5968,0.9407,0.9407,0.9407,0.4269,0.8617,0.7945,0.3123,0.9209,3.3163,0.8972,9.9012,0.8419,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,7061,1822,802,125,133,6396,322,22,28,0,20,0,20,50,51,0,0,27.7,1.5,1.7,1.8,84.7,3.5,0.3,0.4,0,0.6,0,0.6,0.7,0.7,0,0.6
48,Texas,TX,48285,Lavaca,48285,"Lavaca County, Texas",969.7087823,20072,0,10495,79,7904,218,4180,657,311,110,1194,207,1916,309,1855,249,4680,87,4741,20,2867,275,403,124,313,130,5368,191,216,84,1584,177,303,119,393,94,430,135,21.3,3.3,3.3,1.2,15.1,2.6,13.8,2.2,9.4,1.3,23.3,0.4,23.6,0.1,14.6,1.4,5.1,1.6,1.7,0.7,26.7,1,2.1,0.8,15.1,1.7,3.8,1.5,5,1.2,2.1,0.7,0.2885,0.1937,0.1265,0.3162,0.0316,0.9565,0.0435,0.8182,0.4625,0.3676,0.3043,0.1976,2.1502,0.2688,0.2372,0.2372,0.2372,0.5257,0.5257,0.5336,0.4941,0.585,2.6641,0.5771,6.008,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16801,2956,449,1157,129,3851,0,90,32,5,9,0,26,262,135,3,3,15,0.1,5.8,0.6,19.2,0,0.4,0.2,0,0.1,0,0.2,1.3,0.7,0,0.1
48,Texas,TX,48287,Lee,48287,"Lee County, Texas",629.0392186,17174,0,7792,37,6159,263,4171,898,208,172,1346,308,2045,379,2554,556,3251,81,3769,0,2051,340,439,168,655,237,6342,352,96,89,1665,285,315,180,179,85,468,89,24.9,5.4,2.5,2,21.9,4.9,17,3.1,15.3,3.3,18.9,0.5,21.9,0,12.2,2,7.1,2.7,4.1,1.5,36.9,2,1.2,1.1,21.4,3.7,5.1,2.9,2.9,1.4,2.7,0.5,0.4466,0.1067,0.5968,0.5059,0.3478,2.0038,0.3043,0.6047,0.2846,0.2055,0.5929,0.5929,2.2806,0.3874,0.4071,0.4071,0.4071,0.3281,0.83,0.751,0.1858,0.6285,2.7234,0.6087,7.4149,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16075,2780,665,1932,239,4090,0,197,235,5,11,0,22,118,103,0,0,16.6,0.1,11.2,1.4,23.8,0,1.1,1.4,0,0.1,0,0.3,0.7,0.6,0,0.3
48,Texas,TX,48289,Leon,48289,"Leon County, Texas",1073.155847,17325,0,9880,32,6837,362,5310,697,416,161,1128,230,2242,345,3287,533,4261,101,3913,34,3125,441,341,161,526,167,4180,155,42,33,3562,354,169,95,207,91,98,20,30.8,4,5.9,2.3,16.5,3.2,18.1,2.7,19.1,3.1,24.6,0.6,22.6,0.2,18.1,2.6,5,2.3,3.2,1,24.1,0.9,0.4,0.3,36.1,3.6,2.5,1.4,3,1.3,0.6,0.1,0.747,0.668,0.2016,0.5692,0.6917,2.8775,0.6759,0.8577,0.3518,0.7075,0.2885,0.4941,2.6996,0.6996,0.17,0.17,0.17,0.1542,0.9881,0.253,0.2016,0.1067,1.7036,0.1423,7.4507,0.4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16423,4300,731,1158,96,2550,0,145,4,35,47,37,54,255,96,0,0,25,4.2,6.7,0.6,14.7,0,0.8,0.1,0.2,0.3,0.2,0.3,1.5,0.6,0,0.3
48,Texas,TX,48291,Liberty,48291,"Liberty County, Texas",1158.352896,86173,0,32033,331,27417,590,22079,2361,2561,505,6900,842,12081,870,18475,1619,11176,82,22897,80,13245,889,1523,289,3625,658,33181,482,1086,322,9265,705,1392,391,1531,295,7188,960,28.1,3,7.5,1.5,25.2,3,21.8,1.6,23.4,2,13,0.1,26.6,0.1,16.8,1.1,5.6,1,4.5,0.8,38.5,0.6,3.4,1,28.9,2.2,5.1,1.4,5.6,1.1,8.3,1.1,0.6245,0.8458,0.8142,0.7549,0.8814,3.9208,0.9486,0.1897,0.751,0.5929,0.3676,0.6482,2.5494,0.6087,0.4387,0.4387,0.4387,0.6561,0.9605,0.751,0.5929,0.8538,3.8143,0.9842,10.7232,0.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,81750,10502,2111,8145,267,23051,0,400,162,405,100,8,11,1097,346,75,75,13.3,0.2,9.5,0.3,26.7,0,0.5,0.2,0.5,0.1,0,0.1,1.3,0.4,0.1,0.1
48,Texas,TX,48293,Limestone,48293,"Limestone County, Texas",905.4297229,23364,0,10766,74,8292,268,6982,787,550,143,1990,254,2727,293,4254,522,4488,64,5235,52,3735,348,649,168,897,237,9949,264,174,83,2175,233,486,165,343,113,951,178,31,3.5,5.9,1.5,24,3,16.8,1.8,18.9,2.3,19.2,0.3,22.4,0.2,16.6,1.5,7.8,2,4.1,1.1,42.6,1.1,1.6,0.8,20.2,2.2,5.9,2,4.1,1.3,4.1,0.8,0.7589,0.668,0.747,0.4941,0.6759,3.3439,0.8142,0.6206,0.3281,0.5494,0.6719,0.5929,2.7629,0.7391,0.5296,0.5296,0.5296,0.4269,0.7826,0.8261,0.3676,0.7431,3.1463,0.8458,9.7827,0.8142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23665,6550,910,3984,110,5170,0,203,4,97,47,36,44,399,221,60,60,29.2,0.2,17.1,0.5,22.1,0,0.9,0.1,0.4,0.2,0.2,0.2,1.7,0.9,0.3,0.3
48,Texas,TX,48295,Lipscomb,48295,"Lipscomb County, Texas",932.2134117,3301,0,1468,82,1158,86,579,126,95,46,146,52,361,76,625,107,544,86,945,76,596,104,113,50,167,72,1212,155,0,19,90,33,50,26,38,21,39,54,18,3.9,5.6,2.7,12.6,4.4,17.4,3.7,19.2,3.3,16.5,2.6,28.6,2.3,18.3,3.2,9.8,4.3,5.5,2.3,36.7,4.7,0,1.3,6.1,2.2,4.3,2.2,3.3,1.8,1.2,1.6,0.1383,0.6087,0.0791,0.5257,0.7036,2.0554,0.3281,0.4348,0.8696,0.7273,0.8696,0.7431,3.6444,0.9723,0.3953,0.3953,0.3953,0,0.0988,0.6166,0.2451,0.3478,1.3083,0.0751,7.4034,0.4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,318,117,57,35,1004,146,7,10,44,27,0,14,100,23,0,0,9.7,0.2,1.7,1.1,30.4,4.4,0.2,0.3,1.3,0.8,0,1.4,3,0.7,0,1.4
48,Texas,TX,48297,Live Oak,48297,"Live Oak County, Texas",1039.694272,12175,0,6273,76,3854,280,3738,511,129,76,594,147,1932,247,1910,364,2530,0,2436,0,2121,337,202,91,610,188,5322,222,22,31,1326,219,129,82,147,78,1429,209,34.8,4.7,2.9,1.8,15.4,3.6,22.4,2.9,17.7,3.3,20.8,0,20,0,19.7,3.1,5.2,2.3,5.3,1.6,43.7,1.8,0.4,0.5,21.1,3.5,3.3,2.1,3.8,2,11.7,1.7,0.8538,0.1423,0.1344,0.7787,0.5771,2.4863,0.498,0.7115,0.1265,0.8182,0.3162,0.7233,2.6957,0.6957,0.5494,0.5494,0.5494,0.1542,0.8221,0.4071,0.3281,0.9091,2.6206,0.5494,8.352,0.6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10924,3102,579,249,70,4898,0,173,208,0,22,0,22,2,9,0,0,28.9,0.6,2,0.6,40.2,0,1.4,1.7,0,0.4,0,0.4,0,0.1,0,0.4
48,Texas,TX,48299,Llano,48299,"Llano County, Texas",934.0635708,21452,0,15519,46,9031,420,4657,706,568,267,2205,322,2319,370,3558,523,7975,109,3197,101,5313,510,262,118,223,167,3069,260,567,183,1805,303,323,127,370,153,198,94,22,3.3,6.5,3.1,24.4,3.4,13.5,2.1,16.7,2.5,37.2,0.5,14.9,0.5,25,2.4,2.9,1.3,1.1,0.8,14.3,1.2,3.7,1.2,11.6,2,3.6,1.4,4.1,1.7,0.9,0.4,0.332,0.747,0.7668,0.2964,0.4625,2.6047,0.5652,0.9921,0.0198,0.9763,0.0672,0.1146,2.17,0.3004,0.0277,0.0277,0.0277,0.6838,0.3834,0.4783,0.3676,0.2134,2.1265,0.2885,6.9289,0.3043,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,18566,2462,438,120,125,2304,0,19,26,107,112,0,26,462,173,57,57,11.6,0.1,0.6,0.6,10.7,0,0.1,0.1,0.5,0.5,0,0.2,2.2,0.8,0.3,0.4
48,Texas,TX,48301,Loving,48301,"Loving County, Texas",668.8174879,117,62,87,33,62,32,0,14,0,14,0,28,3,4,13,22,53,29,26,38,56,33,0,19,0,56,0,37,2,14,23,13,5,17,0,14,0,14,0,12,0,41.4,0,45.2,3.4,4.4,11.1,17.5,45.3,27.8,22.2,30.3,47.9,26.4,0,30.6,0,58.3,0,31.6,2.3,16.1,26.4,15.2,8.1,27.1,0,44.3,0,12,0,0,0,0,0.0949,0.0949,0,1,0.3043,1,0,0,2.3043,0.419,0,0,0,0.5534,0.917,0.9289,0,0,2.3993,0.4466,4.7985,0.0435,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,2,4,209,18,86,0,14,0,14,0,14,0,14,0,14,0,14,0,0,15.4,8.2,0,30.9,0,30.9,0,30.9,0,30.9,0,30.9,0,30.9,0,30.9
48,Texas,TX,48303,Lubbock,48303,"Lubbock County, Texas",895.6013301,308392,0,129032,431,116535,996,85735,3215,6791,888,36392,1615,23468,1147,40535,2467,38331,8,73527,51,39455,1568,7537,715,5153,758,145238,1183,19439,1183,6080,551,3649,457,6464,681,12389,1082,29,1.1,4.3,0.6,31.2,1.4,12.8,0.6,13.3,0.8,12.4,0.1,23.8,0,13,0.5,6.5,0.6,1.8,0.3,47.1,0.4,15.1,0.9,4.7,0.4,3.1,0.4,5.5,0.6,4,0.4,0.668,0.3676,0.9763,0.253,0.166,2.4309,0.4545,0.1581,0.4822,0.2569,0.4822,0.2292,1.6086,0.0474,0.6245,0.6245,0.6245,0.9605,0.0791,0.3597,0.5771,0.7391,2.7155,0.6008,7.3795,0.3992,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,321212,43897,3275,20602,765,110434,0,6830,313,864,173,226,52,6007,806,275,275,14.8,0.1,6.7,0.2,35.8,0,2.2,0.1,0.3,0.1,0.1,0.1,1.9,0.3,0.1,0.1
48,Texas,TX,48305,Lynn,48305,"Lynn County, Texas",891.8666033,5886,0,2661,29,2199,96,2047,296,101,57,505,100,825,115,820,186,989,31,1574,26,1294,150,151,61,114,90,2947,75,64,38,123,38,46,31,147,57,56,50,35.2,5.1,3.7,2.1,23,4.4,21.3,3,14.1,3.2,16.8,0.5,26.7,0.4,22.2,2.6,6.9,2.8,2.1,1.6,50.1,1.3,2.4,1.4,4.6,1.4,2.1,1.4,6.7,2.6,1,0.8,0.8617,0.253,0.6759,0.7391,0.2332,2.7629,0.6443,0.4704,0.7589,0.9368,0.5534,0.3043,3.0238,0.8103,0.6601,0.6601,0.6601,0.5692,0.0672,0.1779,0.7826,0.2767,1.8736,0.1976,8.3204,0.6047,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5162,793,158,37,32,2743,0,31,34,4,7,20,27,112,49,0,0,13.6,0.1,0.6,0.5,46.6,0,0.5,0.6,0.1,0.1,0.3,0.5,1.9,0.8,0,0.8
48,Texas,TX,48307,McCulloch,48307,"McCulloch County, Texas",1065.600412,7970,0,4335,25,3151,214,2023,431,178,97,629,182,1094,240,1492,336,1817,49,1755,68,1473,227,170,112,133,114,3179,300,89,57,362,108,55,65,187,85,153,42,25.9,5.5,4.9,2.6,20,5.6,19.6,4.3,19.1,4.3,22.8,0.6,22,0.9,18.8,2.9,5.4,3.5,1.8,1.5,39.9,3.8,2.1,1.3,8.4,2.5,1.7,2.1,5.9,2.6,1.9,0.5,0.5059,0.4941,0.4387,0.664,0.6917,2.7944,0.6522,0.8063,0.2964,0.7628,0.3281,0.2292,2.4228,0.5059,0.4743,0.4743,0.4743,0.5257,0.2095,0.1225,0.6482,0.5573,2.0632,0.2609,7.7547,0.4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7333,1034,309,84,77,2606,0,70,52,0,20,0,20,226,95,193,193,13.2,0.1,1.1,1,32.7,0,0.9,0.6,0,0.6,0,0.6,2.8,1.2,2.4,3.4
48,Texas,TX,48309,McLennan,48309,"McLennan County, Texas",1036.654716,254045,0,102300,241,91422,799,73711,2984,5550,753,27882,1151,22569,1012,35716,1893,36669,83,62472,0,33818,1583,7798,654,10078,1036,113235,1046,12751,901,5731,559,2730,408,5510,602,9529,669,30.2,1.2,4.6,0.6,30.5,1.2,14.6,0.7,14.3,0.8,14.4,0.1,24.6,0,13.5,0.6,8.5,0.7,4.3,0.4,44.6,0.4,12.5,0.9,5.6,0.5,3,0.4,6,0.7,3.8,0.3,0.7273,0.4387,0.9486,0.3755,0.253,2.7431,0.6364,0.2806,0.5771,0.3043,0.7668,0.6206,2.5494,0.6087,0.581,0.581,0.581,0.9447,0.0949,0.3518,0.664,0.7233,2.7787,0.6522,8.6522,0.6601,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,282711,38344,2648,35781,608,67422,0,4207,317,514,148,81,72,4820,737,410,410,15.7,0,14.1,0.2,26.5,0,1.7,0.1,0.2,0.1,0,0.1,1.9,0.3,0.2,0.1
48,Texas,TX,48311,McMullen,48311,"McMullen County, Texas",1139.798806,724,212,462,88,229,82,217,156,16,16,32,45,51,29,180,110,96,53,215,104,115,63,27,36,26,57,470,196,0,19,120,41,16,14,6,9,0,14,30,19.7,5.2,5,14,19,11.1,6.4,24.9,12.4,13.3,7.4,29.7,11.4,15.9,7.3,11.8,15.1,3.9,8.4,64.9,19.3,0,4.1,26,8.4,7,5.6,2.6,3.9,0,1.9,0.7154,0.5613,0.0909,0.1621,0.9209,2.4506,0.4704,0.1976,0.913,0.4901,0.9605,0.5731,3.1343,0.8538,0.8221,0.8221,0.8221,0,0.9091,0.8933,0.1344,0,1.9368,0.2213,8.3438,0.6087,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0,1,4,759,101,296,0,14,470,193,0,14,0,14,0,14,0,14,0,0,14,4.1,0,6,64.9,13,0,6,0,6,0,6,0,6,0,6
48,Texas,TX,48313,Madison,48313,"Madison County, Texas",466.065059,14329,0,5324,1157,4205,1171,2349,709,302,129,676,211,1853,254,1776,588,2215,135,3078,0,1953,331,211,132,628,234,6525,936,129,79,1294,377,254,108,270,151,2692,613,20.5,6.1,5.7,2.3,16.1,2.3,18.8,2.6,15.2,4.9,15.5,0.9,21.5,0,16.7,2.6,5,2.8,4.7,1.7,45.5,6.5,2.4,1.4,24.3,4.2,6,2,6.4,3,18.8,4.3,0.249,0.6324,0.1818,0.6087,0.332,2.0039,0.3083,0.3755,0.2451,0.5652,0.2885,0.664,2.1383,0.2569,0.6126,0.6126,0.6126,0.5692,0.8735,0.8379,0.7391,0.9447,3.9644,0.9921,8.7192,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,15157,2022,932,1946,669,3381,0,576,553,43,91,0,22,563,339,16,16,17.4,0.9,13.6,4.7,23.6,0,4,3.9,0.3,0.6,0,0.3,3.9,2.4,0.1,0.2
48,Texas,TX,48315,Marion,48315,"Marion County, Texas",380.9013288,9987,0,6452,46,4535,221,2985,518,432,138,913,198,1031,243,988,279,2619,33,1813,57,2167,234,172,74,185,104,2915,159,15,17,2095,252,84,62,256,102,105,87,30.2,5.2,10.9,3.4,20.1,4.3,13.9,3.3,10,2.8,26.2,0.3,18.2,0.6,22,2.3,3.8,1.6,1.9,1.1,29.2,1.6,0.2,0.3,32.5,3.9,1.9,1.4,5.6,2.3,1.1,0.9,0.7273,0.9723,0.4506,0.3241,0.0593,2.5336,0.5296,0.9051,0.0593,0.9289,0.1383,0.2609,2.2925,0.3992,0.2885,0.2885,0.2885,0.1067,0.9763,0.1542,0.5929,0.3123,2.1424,0.2925,7.257,0.3755,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,4,7966,2569,433,2259,109,434,0,28,43,21,24,40,49,133,91,0,0,26,0.2,22.6,1.1,4.3,0,0.3,0.4,0.2,0.2,0.4,0.5,1.3,0.9,0,0.4
48,Texas,TX,48317,Martin,48317,"Martin County, Texas",914.955404,5676,0,1976,96,1722,98,1043,356,107,67,216,84,680,194,462,184,619,114,1807,103,675,189,101,71,191,126,2765,219,0,28,344,104,136,76,0,20,50,23,18.6,6.3,4,2.5,12.5,4.8,21.1,5.8,8.2,3.3,10.9,2,31.8,1.8,12,3.4,5.9,4.1,3.7,2.4,48.7,3.9,0,1.4,17.4,5.3,7.9,4.4,0,2.6,0.9,0.4,0.1621,0.3083,0.0711,0.7352,0.0237,1.3004,0.0988,0.0593,0.9565,0.1937,0.3953,0.5534,2.1582,0.2806,0.6443,0.6443,0.6443,0,0.6957,0.9209,0,0.2134,1.83,0.1818,5.9329,0.1542,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,5759,1098,305,28,38,2712,213,3,6,7,11,0,20,15,22,0,0,19.5,0.1,0.5,0.7,47.8,3.7,0.1,0.1,0.1,0.2,0,0.8,0.3,0.4,0,0.8
48,Texas,TX,48319,Mason,48319,"Mason County, Texas",928.8355821,4248,0,2755,149,1668,152,668,245,107,83,312,113,419,136,613,187,1133,142,1016,173,638,165,95,67,177,118,995,193,9,22,259,99,0,19,79,49,9,10,15.8,5.8,5.3,4,18.7,6.6,14.5,4.4,14.5,4.4,26.7,3.4,23.9,4.1,15.1,3.9,5.7,4,4.4,3,23.4,4.5,0.3,0.8,9.4,3.6,0,1.1,4.7,2.9,0.2,0.2,0.0909,0.5692,0.332,0.3676,0.2569,1.6166,0.1818,0.9091,0.5178,0.4032,0.3834,0.6324,2.8459,0.7589,0.1502,0.1502,0.1502,0.1383,0.2451,0,0.4545,0.0593,0.8972,0.0119,5.5099,0.1028,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3526,648,209,1,2,871,180,58,53,0,14,0,14,65,39,0,0,15.3,4.9,0,0.1,20.5,4.2,1.4,1.2,0,1.1,0,1.1,1.5,0.9,0,1.1
48,Texas,TX,48321,Matagorda,48321,"Matagorda County, Texas",1092.917867,36791,0,19714,73,13900,480,11192,1196,1063,308,3415,534,4319,503,6322,889,6109,20,9534,52,6045,573,834,219,1493,419,20944,357,993,296,3041,346,417,193,881,329,340,156,30.8,3.3,6.4,1.8,24.6,3.7,17.9,2.1,17.4,2.4,16.6,0.1,25.9,0.1,16.6,1.6,6,1.6,4.4,1.2,56.9,1,5,1.5,15.4,1.8,3,1.4,6.3,2.4,0.9,0.4,0.747,0.7391,0.7866,0.5613,0.5455,3.3795,0.8261,0.4427,0.6957,0.5494,0.4229,0.6324,2.7431,0.7312,0.7352,0.7352,0.7352,0.7747,0.5494,0.3518,0.7036,0.2134,2.5929,0.5375,9.4507,0.7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33219,9176,1028,3788,198,15850,0,703,30,56,59,173,156,230,156,144,144,25.2,0.1,10.3,0.5,43.1,0,1.9,0.1,0.2,0.2,0.5,0.4,0.6,0.4,0.4,0.5
48,Texas,TX,48323,Maverick,48323,"Maverick County, Texas",1279.472046,58098,0,18511,42,16647,325,23464,2025,1819,480,4692,674,12749,840,16921,1473,6851,69,18148,0,7720,759,1965,414,11844,1093,56632,314,1197,334,1779,353,1753,367,1109,401,193,130,40.5,3.5,7.7,1.9,28.2,4,38.5,2.5,29.2,2.5,11.8,0.1,31.2,0,13.3,1.3,11.8,2.5,22.5,2.1,97.5,0.5,6.5,1.8,9.6,1.9,10.5,2.2,6.7,2.4,0.3,0.2,0.9407,0.8577,0.9091,0.9842,0.9723,4.664,0.9921,0.1107,0.9447,0.2885,0.9605,0.9842,3.2886,0.9091,0.996,0.996,0.996,0.8538,0.2885,0.9763,0.7826,0.0632,2.9644,0.7668,11.913,0.9723,1,0,1,1,1,4,0,1,0,1,1,3,1,1,0,0,1,0,0,1,9,56472,16695,1982,273,214,55301,0,29,38,944,198,0,33,0,33,85,85,28.8,0.1,0.5,0.4,95.2,0,0,0.1,1.6,0.3,0,0.1,0,0.1,0.1,0.2
48,Texas,TX,48325,Medina,48325,"Medina County, Texas",1325.359289,50869,0,18703,111,15978,326,8410,1060,757,274,3253,463,5334,768,6454,1184,8508,179,11716,103,8458,691,948,238,1551,500,29242,430,273,143,4814,505,491,156,787,221,2529,325,17.4,2.2,3.3,1.2,20.4,2.9,15.6,2.3,13.4,2.5,16.7,0.4,23,0.2,17.5,1.4,5.9,1.5,3.2,1,57.5,0.8,1.5,0.8,25.7,2.7,3.1,1,4.9,1.4,5,0.6,0.1186,0.1937,0.4783,0.4348,0.1818,1.4072,0.1265,0.4545,0.3874,0.6482,0.3953,0.4941,2.3795,0.4783,0.7431,0.7431,0.7431,0.4071,0.9051,0.3597,0.4783,0.7628,2.913,0.7273,7.4428,0.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,43309,6921,1163,1104,225,26609,0,341,39,88,122,0,33,1100,341,0,0,14.3,0.1,2.2,0.4,52.3,0,0.7,0.1,0.2,0.2,0,0.1,2.2,0.7,0,0.1
48,Texas,TX,48327,Menard,48327,"Menard County, Texas",902.0261566,2108,0,1826,135,1035,122,428,155,48,49,224,80,276,120,637,220,714,152,378,124,507,120,12,21,108,108,826,155,65,65,295,89,11,23,82,69,41,52,20.7,7.5,4.5,4.6,21.6,7.3,16.5,6.6,30.8,10.6,33.9,7.2,17.9,5.9,24.5,5.7,1.2,2,5.2,5.2,39.2,7.4,3.6,3.5,16.2,4.6,1.1,2.2,7.9,6.5,1.9,2.5,0.2569,0.419,0.5771,0.4862,0.9881,2.7273,0.6245,0.9802,0.0474,0.9723,0.0198,0.7036,2.7233,0.7154,0.4585,0.4585,0.4585,0.6719,0.6087,0.0672,0.8854,0.5573,2.7905,0.6601,8.6996,0.6759,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1776,585,204,1,2,725,147,0,14,3,6,0,14,97,45,0,0,28.3,0.7,0,0.1,34.4,7,0,2.1,0.1,0.3,0,2.1,4.6,2.1,0,2.1
48,Texas,TX,48329,Midland,48329,"Midland County, Texas",900.3571836,171238,0,62327,104,57917,601,25498,2641,3030,648,13430,1251,16987,1326,28475,2767,17527,94,48985,0,16071,1348,4236,750,8497,1379,95115,873,7140,905,6130,679,3725,821,2008,482,1760,261,15.1,1.6,3.4,0.7,23.2,2.1,15.9,1.2,16.8,1.6,10.2,0.1,28.6,0,9.5,0.8,7.3,1.3,5.4,0.9,55.5,0.5,11.5,1.5,9.8,1.1,6.4,1.4,3.5,0.8,1,0.2,0.0791,0.2134,0.6917,0.4545,0.4783,1.917,0.2609,0.0316,0.8696,0.0672,0.6245,0.7352,2.3281,0.4387,0.7115,0.7115,0.7115,0.9289,0.3004,0.8735,0.2806,0.2767,2.6601,0.5731,7.6167,0.4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,187037,17703,2278,10453,516,77728,0,3464,317,707,182,57,52,2588,592,118,118,10.4,0,6.1,0.3,45.4,0,2,0.2,0.4,0.1,0,0.1,1.5,0.3,0.1,0.1
48,Texas,TX,48331,Milam,48331,"Milam County, Texas",1016.355378,24797,0,11484,54,9468,304,6589,794,721,242,2169,346,2745,323,3804,799,5153,67,5990,22,3711,399,631,206,650,231,9461,198,204,113,1661,258,392,133,310,107,522,119,27.1,3.3,6.5,2.2,22.9,3.6,16.4,1.9,15.7,3.3,20.8,0.3,24.2,0.1,15.3,1.6,6.7,2.2,2.8,1,38.2,0.8,1.8,1,14.5,2.2,4.1,1.4,3.3,1.1,2.1,0.5,0.5534,0.747,0.6561,0.4822,0.3755,2.8142,0.6561,0.7115,0.5534,0.4387,0.5099,0.4427,2.6562,0.664,0.4229,0.4229,0.4229,0.4664,0.4941,0.585,0.2451,0.585,2.3756,0.4348,8.2689,0.5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20996,5509,791,2248,61,6639,0,136,85,87,60,0,26,343,155,8,8,22.7,0.1,9.1,0.2,26.8,0,0.5,0.3,0.4,0.2,0,0.2,1.4,0.6,0,0.1
